Zeitstempel;Maschinen_ID;Vibration_mm_s;Status;Produzierte_Stueck;Fehlteile;Temperatur_C
2025-01-01 01:00:00;Maschine_06;14,47;Produktion;109;3;69,7
2025-01-01 02:00:00;Maschine_06;14,0;Produktion;104;2;66,3
2025-01-01 03:00:00;Maschine_06;16,08;Produktion;99;2;73,5
2025-01-01 04:00:00;Maschine_06;15,49;Produktion;104;3;60,2
2025-01-01 05:00:00;Maschine_06;12,34;Produktion;94;2;75,5
2025-01-01 06:00:00;Maschine_06;18,2;Produktion;100;3;73,7
2025-01-01 07:00:00;Maschine_06;16,38;Produktion;100;3;69,0
2025-01-01 08:00:00;Maschine_06;14,35;Produktion;97;2;67,1
2025-01-01 09:00:00;Maschine_06;14,32;Produktion;92;2;67,7
2025-01-01 10:00:00;Maschine_06;16,31;Produktion;100;3;75,4
2025-01-01 11:00:00;Maschine_06;13,52;Produktion;94;2;66,9
2025-01-01 12:00:00;Maschine_06;13,84;Produktion;100;2;66,0
2025-01-01 13:00:00;Maschine_06;14,24;Produktion;94;2;64,8
2025-01-01 14:00:00;Maschine_06;12,07;Produktion;97;2;67,6
2025-01-01 15:00:00;Maschine_06;13,92;Produktion;93;2;67,9
2025-01-01 16:00:00;Maschine_06;12,89;Produktion;109;2;65,2
2025-01-01 17:00:00;Maschine_06;14,8;Produktion;94;2;68,9
2025-01-01 18:00:00;Maschine_06;12,94;Produktion;91;2;65,3
2025-01-01 19:00:00;Maschine_06;12,75;Produktion;92;2;77,7
2025-01-01 20:00:00;Maschine_06;16,75;Produktion;99;3;70,8
2025-01-01 21:00:00;Maschine_06;14,55;Produktion;104;2;64,8
2025-01-01 22:00:00;Maschine_06;14,88;Produktion;97;2;76,1
2025-01-01 23:00:00;Maschine_06;13,6;Produktion;103;2;66,9
2025-01-02 00:00:00;Maschine_06;11,59;Produktion;100;2;70,2
2025-01-02 01:00:00;Maschine_06;15,88;Produktion;97;2;66,0
2025-01-02 02:00:00;Maschine_06;15,3;Produktion;95;2;73,6
2025-01-02 03:00:00;Maschine_06;15,23;Produktion;100;2;75,9
2025-01-02 04:00:00;Maschine_06;14,45;Produktion;93;2;65,1
2025-01-02 05:00:00;Maschine_06;13,97;Produktion;100;2;80,5
2025-01-02 06:00:00;Maschine_06;12,37;Produktion;90;2;64,8
2025-01-02 07:00:00;Maschine_06;14,28;Produktion;91;2;67,5
2025-01-02 08:00:00;Maschine_06;14,06;Produktion;91;2;71,4
2025-01-02 09:00:00;Maschine_06;13,44;Produktion;90;2;70,8
2025-01-02 10:00:00;Maschine_06;14,32;Produktion;90;2;67,7
2025-01-02 11:00:00;Maschine_06;15,15;Produktion;90;2;73,3
2025-01-02 12:00:00;Maschine_06;14,59;Produktion;102;2;70,5
2025-01-02 13:00:00;Maschine_06;14,2;Produktion;99;2;61,9
2025-01-02 14:00:00;Maschine_06;16,38;Produktion;91;2;69,4
2025-01-02 15:00:00;Maschine_06;12,53;Produktion;96;2;58,8
2025-01-02 16:00:00;Maschine_06;15,45;Produktion;93;2;66,9
2025-01-02 17:00:00;Maschine_06;14,62;Produktion;101;2;70,0
2025-01-02 18:00:00;Maschine_06;12,91;Produktion;102;2;66,9
2025-01-02 19:00:00;Maschine_06;15,78;Produktion;103;3;63,2
2025-01-02 20:00:00;Maschine_06;14,9;Produktion;97;2;67,5
2025-01-02 21:00:00;Maschine_06;14,8;Produktion;105;2;68,2
2025-01-02 22:00:00;Maschine_06;13,8;Produktion;103;2;70,0
2025-01-02 23:00:00;Maschine_06;12,62;Produktion;96;2;71,3
2025-01-03 00:00:00;Maschine_06;11,47;Produktion;105;2;66,6
2025-01-03 01:00:00;Maschine_06;13,65;Produktion;96;2;67,8
2025-01-03 02:00:00;Maschine_06;12,86;Produktion;97;2;67,1
2025-01-03 03:00:00;Maschine_06;14,13;Produktion;97;2;65,4
2025-01-03 04:00:00;Maschine_06;17,24;Produktion;91;2;70,4
2025-01-03 05:00:00;Maschine_06;13,78;Produktion;91;2;70,3
2025-01-03 06:00:00;Maschine_06;14,31;Produktion;100;2;72,2
2025-01-03 07:00:00;Maschine_06;14,36;Produktion;98;2;69,2
2025-01-03 08:00:00;Maschine_06;13,65;Produktion;96;2;67,6
2025-01-03 09:00:00;Maschine_06;13,3;Produktion;98;2;65,7
2025-01-03 10:00:00;Maschine_06;14,7;Produktion;101;2;74,8
2025-01-03 11:00:00;Maschine_06;13,28;Produktion;97;2;62,9
2025-01-03 12:00:00;Maschine_06;14,83;Produktion;98;2;66,1
2025-01-03 13:00:00;Maschine_06;15,5;Produktion;97;2;75,2
2025-01-03 14:00:00;Maschine_06;13,92;Produktion;97;2;73,9
2025-01-03 15:00:00;Maschine_06;14,66;Produktion;99;2;69,5
2025-01-03 16:00:00;Maschine_06;18,7;Produktion;91;3;72,6
2025-01-03 17:00:00;Maschine_06;12,64;Produktion;92;2;70,0
2025-01-03 18:00:00;Maschine_06;13,19;Produktion;105;2;66,0
2025-01-03 19:00:00;Maschine_06;14,1;Produktion;100;2;71,2
2025-01-03 20:00:00;Maschine_06;14,87;Produktion;93;2;77,4
2025-01-03 21:00:00;Maschine_06;15,33;Produktion;102;2;69,2
2025-01-03 22:00:00;Maschine_06;14,76;Produktion;108;3;64,5
2025-01-03 23:00:00;Maschine_06;13,79;Produktion;90;2;68,8
2025-01-04 00:00:00;Maschine_06;17,02;Produktion;101;3;70,4
2025-01-04 01:00:00;Maschine_06;14,89;Produktion;90;2;69,5
2025-01-04 02:00:00;Maschine_06;15,34;Produktion;103;3;56,2
2025-01-04 03:00:00;Maschine_06;17,73;Produktion;99;3;62,2
2025-01-04 04:00:00;Maschine_06;15,82;Produktion;93;2;69,3
2025-01-04 05:00:00;Maschine_06;14,89;Produktion;98;2;67,2
2025-01-04 06:00:00;Maschine_06;15,42;Produktion;91;2;70,5
2025-01-04 07:00:00;Maschine_06;13,19;Produktion;99;2;68,2
2025-01-04 08:00:00;Maschine_06;15,09;Produktion;91;2;70,1
2025-01-04 09:00:00;Maschine_06;14,73;Produktion;101;2;71,0
2025-01-04 10:00:00;Maschine_06;15,42;Produktion;104;3;66,4
2025-01-04 11:00:00;Maschine_06;13,61;Produktion;97;2;67,1
2025-01-04 12:00:00;Maschine_06;16,38;Produktion;101;3;67,2
2025-01-04 13:00:00;Maschine_06;14,08;Produktion;98;2;70,0
2025-01-04 14:00:00;Maschine_06;16,21;Produktion;105;3;67,6
2025-01-04 15:00:00;Maschine_06;13,03;Produktion;106;2;70,8
2025-01-04 16:00:00;Maschine_06;15,05;Produktion;97;2;77,5
2025-01-04 17:00:00;Maschine_06;14,95;Produktion;106;3;70,4
2025-01-04 18:00:00;Maschine_06;14,99;Produktion;106;3;63,8
2025-01-04 19:00:00;Maschine_06;14,64;Produktion;95;2;60,6
2025-01-04 20:00:00;Maschine_06;14,2;Produktion;98;2;69,6
2025-01-04 21:00:00;Maschine_06;14,47;Produktion;107;3;76,2
2025-01-04 22:00:00;Maschine_06;16,87;Produktion;108;3;73,7
2025-01-04 23:00:00;Maschine_06;14,41;Produktion;90;2;68,7
2025-01-05 00:00:00;Maschine_06;15,51;Produktion;94;2;73,6
2025-01-05 01:00:00;Maschine_06;14,81;Produktion;109;3;58,1
2025-01-05 02:00:00;Maschine_06;14,47;Produktion;94;2;71,8
2025-01-05 03:00:00;Maschine_06;16,59;Stillstand;0;0;66,6
2025-01-05 04:00:00;Maschine_06;14,89;Produktion;102;2;70,0
2025-01-05 05:00:00;Maschine_06;15,36;Produktion;101;2;69,1
2025-01-05 06:00:00;Maschine_06;16,65;Produktion;92;2;67,9
2025-01-05 07:00:00;Maschine_06;14,48;Produktion;105;2;68,3
2025-01-05 08:00:00;Maschine_06;14,78;Produktion;97;2;65,6
2025-01-05 09:00:00;Maschine_06;13,82;Produktion;109;2;69,4
2025-01-05 10:00:00;Maschine_06;13,39;Produktion;91;2;70,9
2025-01-05 11:00:00;Maschine_06;13,97;Produktion;101;2;70,9
2025-01-05 12:00:00;Maschine_06;11,66;Produktion;104;2;63,2
2025-01-05 13:00:00;Maschine_06;12,47;Produktion;107;2;69,8
2025-01-05 14:00:00;Maschine_06;13,23;Produktion;100;2;69,0
2025-01-05 15:00:00;Maschine_06;15,71;Produktion;106;3;67,4
2025-01-05 16:00:00;Maschine_06;14,04;Produktion;103;2;72,5
2025-01-05 17:00:00;Maschine_06;16,47;Produktion;101;3;67,9
2025-01-05 18:00:00;Maschine_06;11,74;Produktion;92;2;60,7
2025-01-05 19:00:00;Maschine_06;15,18;Produktion;101;2;67,4
2025-01-05 20:00:00;Maschine_06;15,05;Produktion;109;3;67,5
2025-01-05 21:00:00;Maschine_06;13,7;Produktion;98;2;73,5
2025-01-05 22:00:00;Maschine_06;16,58;Produktion;95;2;66,8
2025-01-05 23:00:00;Maschine_06;12,72;Produktion;94;2;70,5
2025-01-06 00:00:00;Maschine_06;15,4;Produktion;97;2;63,4
2025-01-06 01:00:00;Maschine_06;14,98;Produktion;103;2;76,2
2025-01-06 02:00:00;Maschine_06;17,09;Produktion;95;2;66,3
2025-01-06 03:00:00;Maschine_06;14,83;Produktion;92;2;68,1
2025-01-06 04:00:00;Maschine_06;13,48;Produktion;99;2;67,3
2025-01-06 05:00:00;Maschine_06;14,31;Produktion;103;2;70,6
2025-01-06 06:00:00;Maschine_06;11,95;Produktion;103;2;66,5
2025-01-06 07:00:00;Maschine_06;14,21;Produktion;95;2;68,2
2025-01-06 08:00:00;Maschine_06;15,83;Produktion;102;3;62,3
2025-01-06 09:00:00;Maschine_06;14,46;Produktion;92;2;72,9
2025-01-06 10:00:00;Maschine_06;13,02;Produktion;106;2;64,6
2025-01-06 11:00:00;Maschine_06;16,57;Produktion;98;3;73,1
2025-01-06 12:00:00;Maschine_06;16,95;Produktion;92;2;66,7
2025-01-06 13:00:00;Maschine_06;14,68;Produktion;106;3;76,2
2025-01-06 14:00:00;Maschine_06;15,05;Produktion;107;3;77,2
2025-01-06 15:00:00;Maschine_06;13,26;Produktion;102;2;70,5
2025-01-06 16:00:00;Maschine_06;16,21;Produktion;97;2;70,5
2025-01-06 17:00:00;Maschine_06;14,49;Produktion;106;2;65,2
2025-01-06 18:00:00;Maschine_06;15,4;Produktion;93;2;74,4
2025-01-06 19:00:00;Maschine_06;15,08;Produktion;92;2;64,1
2025-01-06 20:00:00;Maschine_06;16,01;Produktion;93;2;67,2
2025-01-06 21:00:00;Maschine_06;14,94;Produktion;95;2;64,7
2025-01-06 22:00:00;Maschine_06;16,83;Produktion;96;2;69,2
2025-01-06 23:00:00;Maschine_06;15,26;Produktion;108;3;67,0
2025-01-07 00:00:00;Maschine_06;14,62;Produktion;108;3;70,0
2025-01-07 01:00:00;Maschine_06;16,08;Produktion;98;2;76,3
2025-01-07 02:00:00;Maschine_06;17,59;Produktion;93;2;75,0
2025-01-07 03:00:00;Maschine_06;14,59;Produktion;103;2;75,3
2025-01-07 04:00:00;Maschine_06;16,41;Produktion;100;3;67,4
2025-01-07 05:00:00;Maschine_06;15,41;Produktion;101;2;69,7
2025-01-01 00:00:00;Maschine_07;16,1;Produktion;95;2;68,9
2025-01-01 01:00:00;Maschine_07;15,09;Produktion;105;3;63,4
2025-01-01 02:00:00;Maschine_07;14,64;Produktion;91;2;68,3
2025-01-01 03:00:00;Maschine_07;18,44;Produktion;96;3;60,7
2025-01-01 04:00:00;Maschine_07;15,45;Produktion;101;2;60,5
2025-01-01 05:00:00;Maschine_07;17,5;Produktion;95;3;69,8
2025-01-01 06:00:00;Maschine_07;14,63;Produktion;102;2;67,9
2025-01-01 07:00:00;Maschine_07;14,84;Produktion;96;2;69,6
2025-01-01 08:00:00;Maschine_07;15,04;Produktion;96;2;70,4
2025-01-01 09:00:00;Maschine_07;12,84;Produktion;100;2;66,0
2025-01-01 10:00:00;Maschine_07;19,22;Produktion;108;3;75,0
2025-01-01 11:00:00;Maschine_07;16,81;Produktion;102;3;64,4
2025-01-01 12:00:00;Maschine_07;17,61;Produktion;96;3;77,5
2025-01-01 13:00:00;Maschine_07;16,76;Produktion;103;3;70,3
2025-01-01 14:00:00;Maschine_07;13,46;Produktion;99;2;71,5
2025-01-01 15:00:00;Maschine_07;17,33;Produktion;96;3;73,7
2025-01-01 16:00:00;Maschine_07;14,24;Produktion;93;2;66,3
2025-01-01 17:00:00;Maschine_07;16,18;Produktion;107;3;64,2
2025-01-01 18:00:00;Maschine_07;16,03;Produktion;92;2;64,8
2025-01-01 19:00:00;Maschine_07;17,16;Produktion;108;3;74,9
2025-01-01 20:00:00;Maschine_07;16,95;Produktion;95;2;67,9
2025-01-01 21:00:00;Maschine_07;19,03;Produktion;90;3;70,3
2025-01-01 22:00:00;Maschine_07;14,77;Produktion;109;3;69,0
2025-01-01 23:00:00;Maschine_07;14,02;Produktion;103;2;71,7
2025-01-02 00:00:00;Maschine_07;15,65;Produktion;98;2;63,2
2025-01-02 01:00:00;Maschine_07;16,69;Produktion;104;3;70,6
2025-01-02 02:00:00;Maschine_07;16,48;Produktion;93;2;72,6
2025-01-02 03:00:00;Maschine_07;14,06;Produktion;101;2;63,2
2025-01-02 04:00:00;Maschine_07;16,86;Produktion;92;2;61,8
2025-01-02 05:00:00;Maschine_07;15,32;Produktion;109;3;71,3
2025-01-02 06:00:00;Maschine_07;15,17;Produktion;108;3;65,4
2025-01-02 07:00:00;Maschine_07;16,34;Produktion;95;2;71,4
2025-01-02 08:00:00;Maschine_07;16,77;Produktion;106;3;73,7
2025-01-02 09:00:00;Maschine_07;13,81;Produktion;91;2;55,8
2025-01-02 10:00:00;Maschine_07;17,57;Produktion;108;3;73,1
2025-01-02 11:00:00;Maschine_07;18,02;Produktion;94;3;61,9
2025-01-02 12:00:00;Maschine_07;16,06;Produktion;103;3;66,0
2025-01-02 13:00:00;Maschine_07;16,02;Produktion;98;2;72,2
2025-01-02 14:00:00;Maschine_07;18,44;Produktion;100;3;70,0
2025-01-02 15:00:00;Maschine_07;17,04;Produktion;107;3;70,2
2025-01-02 16:00:00;Maschine_07;15,57;Produktion;102;3;71,6
2025-01-02 17:00:00;Maschine_07;17,27;Produktion;91;2;59,1
2025-01-02 18:00:00;Maschine_07;15,88;Produktion;91;2;63,8
2025-01-02 19:00:00;Maschine_07;17,99;Produktion;104;3;74,5
2025-01-02 20:00:00;Maschine_07;18,06;Produktion;106;3;69,8
2025-01-02 21:00:00;Maschine_07;17,69;Produktion;106;3;68,0
2025-01-02 22:00:00;Maschine_07;15,14;Produktion;106;3;65,2
2025-01-02 23:00:00;Maschine_07;16,29;Produktion;96;2;61,7
2025-01-03 00:00:00;Maschine_07;16,32;Produktion;92;2;60,0
2025-01-03 01:00:00;Maschine_07;17,55;Produktion;96;3;72,0
2025-01-03 02:00:00;Maschine_07;15,37;Produktion;102;2;68,6
2025-01-03 03:00:00;Maschine_07;13,71;Produktion;107;2;68,4
2025-01-03 04:00:00;Maschine_07;16,52;Produktion;104;3;75,5
2025-01-03 05:00:00;Maschine_07;16,56;Produktion;106;3;64,4
2025-01-03 06:00:00;Maschine_07;14,1;Produktion;97;2;64,8
2025-01-03 07:00:00;Maschine_07;14,82;Produktion;104;2;66,8
2025-01-03 08:00:00;Maschine_07;14,33;Produktion;92;2;78,3
2025-01-03 09:00:00;Maschine_07;15,02;Produktion;102;2;
2025-01-03 10:00:00;Maschine_07;18,4;Produktion;107;3;70,7
2025-01-03 11:00:00;Maschine_07;16,93;Produktion;92;2;74,5
2025-01-03 12:00:00;Maschine_07;16,25;Produktion;108;3;65,4
2025-01-03 13:00:00;Maschine_07;15,9;Produktion;106;3;68,6
2025-01-03 14:00:00;Maschine_07;15,81;Produktion;104;3;69,4
2025-01-03 15:00:00;Maschine_07;16,98;Produktion;103;3;70,7
2025-01-03 16:00:00;Maschine_07;15,65;Produktion;96;2;73,2
2025-01-03 17:00:00;Maschine_07;15,39;Produktion;97;2;71,9
2025-01-03 18:00:00;Maschine_07;15,88;Produktion;97;2;73,6
2025-01-03 19:00:00;Maschine_07;20,27;Produktion;90;3;73,0
2025-01-03 20:00:00;Maschine_07;16,3;Produktion;95;2;65,7
2025-01-03 21:00:00;Maschine_07;16,43;Produktion;90;2;67,3
2025-01-03 22:00:00;Maschine_07;14,56;Produktion;109;3;73,0
2025-01-03 23:00:00;Maschine_07;17,6;Produktion;92;2;66,2
2025-01-04 00:00:00;Maschine_07;17,62;Produktion;94;3;69,6
2025-01-04 01:00:00;Maschine_07;15,99;Produktion;92;2;63,7
2025-01-04 02:00:00;Maschine_07;16,27;Produktion;104;3;68,9
2025-01-04 03:00:00;Maschine_07;14,87;Produktion;92;2;60,2
2025-01-04 04:00:00;Maschine_07;15,02;Produktion;95;2;70,7
2025-01-04 05:00:00;Maschine_07;14,39;Produktion;95;2;71,0
2025-01-04 06:00:00;Maschine_07;18,5;Produktion;109;3;65,9
2025-01-04 07:00:00;Maschine_07;18,39;Produktion;109;3;68,1
2025-01-04 08:00:00;Maschine_07;16,65;Produktion;90;2;65,9
2025-01-04 09:00:00;Maschine_07;15,27;Produktion;106;3;63,8
2025-01-04 10:00:00;Maschine_07;17,38;Produktion;98;3;69,4
2025-01-04 11:00:00;Maschine_07;15,22;Produktion;90;2;69,1
2025-01-04 12:00:00;Maschine_07;16,09;Produktion;96;2;65,9
2025-01-04 13:00:00;Maschine_07;17,17;Produktion;100;3;73,7
2025-01-04 14:00:00;Maschine_07;17,01;Produktion;108;3;72,9
2025-01-04 15:00:00;Maschine_07;17,03;Produktion;95;2;64,0
2025-01-04 16:00:00;Maschine_07;16,96;Produktion;99;3;66,6
2025-01-04 17:00:00;Maschine_07;15,46;Produktion;93;2;68,1
2025-01-04 18:00:00;Maschine_07;15,06;Produktion;95;2;67,6
2025-01-04 19:00:00;Maschine_07;18,57;Produktion;108;3;65,4
2025-01-04 20:00:00;Maschine_07;15,73;Produktion;98;2;69,9
2025-01-04 21:00:00;Maschine_07;17,33;Produktion;101;3;66,4
2025-01-04 22:00:00;Maschine_07;16,06;Produktion;99;2;71,3
2025-01-04 23:00:00;Maschine_07;16,87;Produktion;101;3;72,1
2025-01-05 00:00:00;Maschine_07;17,54;Produktion;107;3;69,9
2025-01-05 01:00:00;Maschine_07;16,05;Produktion;95;2;75,2
2025-01-05 02:00:00;Maschine_07;16,26;Produktion;98;2;76,4
2025-01-05 03:00:00;Maschine_07;16,55;Produktion;100;3;68,4
2025-01-05 04:00:00;Maschine_07;16,53;Produktion;104;3;71,9
2025-01-05 05:00:00;Maschine_07;16,91;Produktion;97;3;69,2
2025-01-05 06:00:00;Maschine_07;15,01;Produktion;97;2;69,1
2025-01-05 07:00:00;Maschine_07;16,28;Produktion;95;2;66,2
2025-01-05 08:00:00;Maschine_07;17,57;Produktion;95;3;75,6
2025-01-05 09:00:00;Maschine_07;15,56;Produktion;105;3;65,5
2025-01-05 10:00:00;Maschine_07;17,36;Produktion;96;3;78,7
2025-01-05 11:00:00;Maschine_07;16,04;Produktion;108;3;68,0
2025-01-05 12:00:00;Maschine_07;15,47;Produktion;103;3;67,3
2025-01-05 13:00:00;Maschine_07;17,35;Produktion;107;3;71,0
2025-01-05 14:00:00;Maschine_07;15,79;Produktion;97;2;66,6
2025-01-05 15:00:00;Maschine_07;13,13;Produktion;105;2;70,3
2025-01-05 16:00:00;Maschine_07;17,47;Produktion;99;3;74,1
2025-01-05 17:00:00;Maschine_07;13,78;Produktion;92;2;69,3
2025-01-05 18:00:00;Maschine_07;16,72;Produktion;108;3;67,8
2025-01-05 19:00:00;Maschine_07;18,73;Produktion;106;3;62,9
2025-01-05 20:00:00;Maschine_07;15,38;Produktion;93;2;69,0
2025-01-05 21:00:00;Maschine_07;15,25;Produktion;95;2;67,3
2025-01-05 22:00:00;Maschine_07;16,58;Produktion;103;3;67,3
2025-01-05 23:00:00;Maschine_07;15,56;Produktion;95;2;71,4
2025-01-06 00:00:00;Maschine_07;16,27;Produktion;96;2;65,0
2025-01-06 01:00:00;Maschine_07;16,27;Produktion;100;3;63,2
2025-01-06 02:00:00;Maschine_07;17,24;Produktion;102;3;68,3
2025-01-06 03:00:00;Maschine_07;16,99;Produktion;108;3;69,5
2025-01-06 04:00:00;Maschine_07;17,04;Produktion;92;2;62,7
2025-01-06 05:00:00;Maschine_07;18,08;Produktion;100;3;64,2
2025-01-06 06:00:00;Maschine_07;18,2;Produktion;97;3;63,0
2025-01-06 07:00:00;Maschine_07;18,82;Produktion;107;3;72,7
2025-01-06 08:00:00;Maschine_07;17,29;Produktion;90;2;65,1
2025-01-06 09:00:00;Maschine_07;17,2;Produktion;92;2;75,5
2025-01-06 10:00:00;Maschine_07;14,54;Produktion;105;2;71,2
2025-01-06 11:00:00;Maschine_07;16,49;Produktion;97;2;72,6
2025-01-06 12:00:00;Maschine_07;15,59;Produktion;98;2;63,4
2025-01-06 13:00:00;Maschine_07;16,6;Produktion;93;2;73,3
2025-01-06 14:00:00;Maschine_07;17,58;Produktion;101;3;70,6
2025-01-06 15:00:00;Maschine_07;17,24;Produktion;104;3;66,2
2025-01-06 16:00:00;Maschine_07;16,6;Produktion;101;3;70,7
2025-01-06 17:00:00;Maschine_07;14,62;Produktion;105;2;63,1
2025-01-06 18:00:00;Maschine_07;16,01;Produktion;98;2;68,5
2025-01-06 19:00:00;Maschine_07;17,58;Produktion;105;3;66,7
2025-01-06 20:00:00;Maschine_07;16,6;Produktion;109;3;64,7
2025-01-06 21:00:00;Maschine_07;18,88;Produktion;92;3;59,2
2025-01-06 22:00:00;Maschine_07;18,28;Produktion;97;3;63,0
2025-01-06 23:00:00;Maschine_07;15,29;Produktion;102;2;68,4
2025-01-07 00:00:00;Maschine_07;14,12;Produktion;105;2;69,2
2025-01-07 01:00:00;Maschine_07;18,86;Produktion;94;3;70,3
2025-01-07 02:00:00;Maschine_07;16,8;Produktion;94;2;66,6
2025-01-07 03:00:00;Maschine_07;15,46;Produktion;99;2;72,7
2025-01-07 04:00:00;Maschine_07;13,77;Produktion;105;2;65,0
2025-01-07 05:00:00;Maschine_07;18,93;Produktion;93;3;71,6
2025-01-01 00:00:00;Maschine_08;13,81;Produktion;107;2;73,5
2025-01-01 01:00:00;Maschine_08;9,77;Produktion;109;2;66,4
2025-01-01 02:00:00;Maschine_08;15,11;Produktion;102;2;58,2
2025-01-01 03:00:00;Maschine_08;10,43;Produktion;97;2;66,3
2025-01-01 04:00:00;Maschine_08;11,48;Produktion;109;2;64,0
2025-01-01 05:00:00;Maschine_08;11,06;Produktion;108;2;66,9
2025-01-01 06:00:00;Maschine_08;10,55;Produktion;97;2;66,5
2025-01-01 07:00:00;Maschine_08;12,17;Produktion;97;2;68,1
2025-01-01 08:00:00;Maschine_08;10,75;Produktion;99;2;63,4
2025-01-01 09:00:00;Maschine_08;9,21;Produktion;93;2;63,5
2025-01-01 10:00:00;Maschine_08;12,3;Produktion;91;2;69,3
2025-01-01 11:00:00;Maschine_08;11,52;Produktion;105;2;63,2
2025-01-01 12:00:00;Maschine_08;9,44;Produktion;98;2;64,9
2025-01-01 13:00:00;Maschine_08;9,61;Produktion;95;2;66,2
2025-01-01 14:00:00;Maschine_08;13,77;Produktion;94;2;70,5
2025-01-01 15:00:00;Maschine_08;10,94;Produktion;103;2;68,2
2025-01-01 16:00:00;Maschine_08;10,88;Produktion;99;2;67,5
2025-01-01 17:00:00;Maschine_08;12,72;Produktion;94;2;64,3
2025-01-01 18:00:00;Maschine_08;11,01;Produktion;104;2;69,6
2025-01-01 19:00:00;Maschine_08;9,82;Produktion;97;2;70,6
2025-01-01 20:00:00;Maschine_08;11,65;Produktion;108;2;71,1
2025-01-01 21:00:00;Maschine_08;10,93;Produktion;94;2;62,5
2025-01-01 22:00:00;Maschine_08;9,48;Produktion;92;2;71,0
2025-01-01 23:00:00;Maschine_08;12,48;Produktion;108;2;60,1
2025-01-02 00:00:00;Maschine_08;11,92;Produktion;93;2;68,1
2025-01-02 01:00:00;Maschine_08;10,66;Produktion;101;2;65,4
2025-01-02 02:00:00;Maschine_08;13,45;Produktion;96;2;66,8
2025-01-02 03:00:00;Maschine_08;8,57;Produktion;105;2;73,7
2025-01-02 04:00:00;Maschine_08;10,46;Produktion;99;2;66,4
2025-01-02 05:00:00;Maschine_08;12,21;Produktion;96;2;66,6
2025-01-02 06:00:00;Maschine_08;12,84;Produktion;90;2;70,7
2025-01-02 07:00:00;Maschine_08;12,02;Produktion;103;2;70,6
2025-01-02 08:00:00;Maschine_08;8,77;Produktion;100;2;66,9
2025-01-02 09:00:00;Maschine_08;14,24;Produktion;92;2;73,8
2025-01-02 10:00:00;Maschine_08;10,24;Produktion;95;2;66,8
2025-01-02 11:00:00;Maschine_08;13,33;Produktion;90;2;67,7
2025-01-02 12:00:00;Maschine_08;10,37;Produktion;97;2;64,9
2025-01-02 13:00:00;Maschine_08;13,78;Produktion;107;2;69,6
2025-01-02 14:00:00;Maschine_08;12,95;Produktion;94;2;65,5
2025-01-02 15:00:00;Maschine_08;9,01;Produktion;90;1;67,8
2025-01-02 16:00:00;Maschine_08;9,1;Produktion;104;2;72,4
2025-01-02 17:00:00;Maschine_08;10,9;Produktion;98;2;72,7
2025-01-02 18:00:00;Maschine_08;12,27;Produktion;98;2;64,1
2025-01-02 19:00:00;Maschine_08;10,31;Produktion;103;2;65,9
2025-01-02 20:00:00;Maschine_08;8,8;Produktion;106;2;69,0
2025-01-02 21:00:00;Maschine_08;8,4;Produktion;109;2;63,0
2025-01-02 22:00:00;Maschine_08;10,03;Produktion;91;2;67,1
2025-01-02 23:00:00;Maschine_08;12,01;Produktion;99;2;66,0
2025-01-03 00:00:00;Maschine_08;8,07;Produktion;92;1;65,8
2025-01-03 01:00:00;Maschine_08;12,08;Produktion;101;2;63,9
2025-01-03 02:00:00;Maschine_08;11,19;Produktion;90;2;57,9
2025-01-03 03:00:00;Maschine_08;9,63;Produktion;96;2;70,6
2025-01-03 04:00:00;Maschine_08;10,24;Produktion;91;2;65,2
2025-01-03 05:00:00;Maschine_08;13,11;Produktion;91;2;69,9
2025-01-03 06:00:00;Maschine_08;10,06;Produktion;102;2;67,6
2025-01-03 07:00:00;Maschine_08;10,91;Produktion;90;2;62,2
2025-01-03 08:00:00;Maschine_08;11,08;Produktion;106;2;71,5
2025-01-03 09:00:00;Maschine_08;12,14;Produktion;91;2;70,8
2025-01-03 10:00:00;Maschine_08;11,52;Produktion;90;2;64,1
2025-01-03 11:00:00;Maschine_08;10,12;Produktion;93;2;64,7
2025-01-03 12:00:00;Maschine_08;13,82;Produktion;107;2;66,2
2025-01-03 13:00:00;Maschine_08;10,53;Produktion;97;2;68,8
2025-01-03 14:00:00;Maschine_08;10,13;Produktion;92;2;67,7
2025-01-03 15:00:00;Maschine_08;13,29;Produktion;106;2;68,9
2025-01-03 16:00:00;Maschine_08;8,63;Produktion;98;2;70,3
2025-01-03 17:00:00;Maschine_08;13,6;Produktion;106;2;73,8
2025-01-03 18:00:00;Maschine_08;14,01;Stillstand;0;0;72,4
2025-01-03 19:00:00;Maschine_08;12,54;Produktion;93;2;65,0
2025-01-03 20:00:00;Maschine_08;10,81;Produktion;95;2;69,6
2025-01-03 21:00:00;Maschine_08;10,46;Produktion;91;2;68,3
2025-01-03 22:00:00;Maschine_08;9,13;Produktion;104;2;75,9
2025-01-03 23:00:00;Maschine_08;10,98;Produktion;100;2;63,2
2025-01-04 00:00:00;Maschine_08;11,1;Produktion;104;2;72,0
2025-01-04 01:00:00;Maschine_08;10,97;Produktion;106;2;73,5
2025-01-04 02:00:00;Maschine_08;8,95;Produktion;104;2;67,3
2025-01-04 03:00:00;Maschine_08;8,47;Produktion;97;1;69,1
2025-01-04 04:00:00;Maschine_08;11,33;Produktion;103;2;74,1
